,ensembl_id,gene_symbol
34821,ENSG00000239023,RNU1-98P
34822,ENSG00000239030,RNU6-956P
34823,ENSG00000239035,SNORD13D
34824,ENSG00000239039,SNORD13
34825,ENSG00000239040,Y_RNA
34826,ENSG00000239041,
34827,ENSG00000239043,SNORD127
34828,ENSG00000239053,RNU7-138P
34829,ENSG00000239057,MIR500B
34830,ENSG00000239075,RNU6-274P
34831,ENSG00000239078,RNU7-55P
34832,ENSG00000239079,
34833,ENSG00000239080,
34834,ENSG00000239081,RNU7-24P
34835,ENSG00000239082,RNU7-170P
34836,ENSG00000239093,
34837,ENSG00000239096,
34838,ENSG00000239099,RNU7-23P
34839,ENSG00000239102,RNU7-185P
34840,ENSG00000239105,RNU7-73P
34841,ENSG00000239106,Y_RNA
34842,ENSG00000239108,RNU6-1132P
34843,ENSG00000239112,SNORD123
34844,ENSG00000239115,RNU7-67P
34845,ENSG00000239118,MIR1972-2
34846,ENSG00000239119,RNU7-119P
34847,ENSG00000239122,RNU2-11P
34848,ENSG00000239127,SNORD125
34849,ENSG00000239128,SNORD13P3
34850,ENSG00000239129,
34851,ENSG00000239137,
34852,ENSG00000239142,U8
34853,ENSG00000239143,Y_RNA
34854,ENSG00000239148,U8
34855,ENSG00000239149,SNORA59A
34856,ENSG00000239151,RNU7-195P
34857,ENSG00000239152,RNA5SP310
34858,ENSG00000239153,
34859,ENSG00000239168,RNU7-197P
34860,ENSG00000239175,RNU6-1218P
34861,ENSG00000239180,Y_RNA
34862,ENSG00000239182,
34863,ENSG00000239183,SNORA84
34864,ENSG00000239184,RNA5SP269
34865,ENSG00000239185,RNU7-190P
34866,ENSG00000239189,RNU6-634P
34867,ENSG00000239190,RNU6-717P
34868,ENSG00000239194,RNU1-123P
34869,ENSG00000239195,SNORD5
34870,ENSG00000239197,
34871,ENSG00000239198,RPL5P22
34872,ENSG00000239199,RPL21P6
34873,ENSG00000239200,RPL22P20
34874,ENSG00000239201,RPL21P106
34875,ENSG00000239202,RN7SL499P
34876,ENSG00000239203,
34877,ENSG00000239205,LINC02023
34878,ENSG00000239207,GAPDHP39
34879,ENSG00000239210,RPS26P55
34880,ENSG00000239211,RN7SL563P
34881,ENSG00000239212,RPL6P7
34882,ENSG00000239213,NCK1-DT
34883,ENSG00000239215,RPL27P12
34884,ENSG00000239216,
34885,ENSG00000239218,RPS20P22
34886,ENSG00000239219,LOC100128164
34887,ENSG00000239221,RN7SL442P
34888,ENSG00000239223,RPL34P31
34889,ENSG00000239224,RN7SL546P
34890,ENSG00000239225,TTTY23
34891,ENSG00000239226,MRPS17P3
34892,ENSG00000239227,
34893,ENSG00000239228,RN7SL578P
34894,ENSG00000239238,MEMO1P3
34895,ENSG00000239246,
34896,ENSG00000239247,RN7SL589P
34897,ENSG00000239249,RN7SL757P
34898,ENSG00000239250,RN7SL271P
34899,ENSG00000239253,RPS4XP23
34900,ENSG00000239254,
34901,ENSG00000239255,
34902,ENSG00000239256,RPL35AP35
34903,ENSG00000239257,RPL23AP1
34904,ENSG00000239261,RPL31P41
34905,ENSG00000239263,RBM43P1
34906,ENSG00000239264,TXNDC5
34907,ENSG00000239265,CLRN1-AS1
34908,ENSG00000239268,
34909,ENSG00000239269,RPSAP4
34910,ENSG00000239272,RPL21P10
34911,ENSG00000239279,RN7SL184P
34912,ENSG00000239280,
34913,ENSG00000239281,RPS29P2
34914,ENSG00000239282,CASTOR1
34915,ENSG00000239288,
34916,ENSG00000239291,
34917,ENSG00000239293,OR9P1P
34918,ENSG00000239300,
34919,ENSG00000239304,DNM1P48
34920,ENSG00000239305,RNF103
34921,ENSG00000239306,RBM14
34922,ENSG00000239311,
34923,ENSG00000239314,MORC1-AS1
34924,ENSG00000239315,RPL19P13
34925,ENSG00000239316,RN7SL11P
34926,ENSG00000239317,RPL35AP17
34927,ENSG00000239319,RN7SL854P
34928,ENSG00000239320,RPS29P26
34929,ENSG00000239322,ATP6V1B1-AS1
34930,ENSG00000239323,
34931,ENSG00000239327,
34932,ENSG00000239332,LINC01119
34933,ENSG00000239333,RN7SL658P
34934,ENSG00000239335,LLPH-DT
34935,ENSG00000239344,
34936,ENSG00000239345,HNRNPA1P26
34937,ENSG00000239350,
34938,ENSG00000239351,NPM1P29
34939,ENSG00000239354,RPS17P15
34940,ENSG00000239356,RN7SL309P
34941,ENSG00000239365,RPS26P49
34942,ENSG00000239367,RN7SL477P
34943,ENSG00000239374,
34944,ENSG00000239377,ZNF775-AS1
34945,ENSG00000239381,
34946,ENSG00000239382,ALKBH6
34947,ENSG00000239383,
34948,ENSG00000239388,ASB14
34949,ENSG00000239389,PCDHA13
34950,ENSG00000239390,RN7SL87P
34951,ENSG00000239392,
34952,ENSG00000239393,
34953,ENSG00000239395,
34954,ENSG00000239396,RN7SL414P
34955,ENSG00000239397,
34956,ENSG00000239398,RN7SL342P
34957,ENSG00000239402,CYP4F62P
34958,ENSG00000239405,TMED10P2
34959,ENSG00000239407,
34960,ENSG00000239408,
34961,ENSG00000239412,RPL21P71
34962,ENSG00000239413,RPS27P23
34963,ENSG00000239415,
34964,ENSG00000239419,RN7SL535P
34965,ENSG00000239426,OR8F1P
34966,ENSG00000239428,GM2AP2
34967,ENSG00000239432,
34968,ENSG00000239435,KCNMB3P1
34969,ENSG00000239437,RN7SL752P
34970,ENSG00000239438,RPS26P48
34971,ENSG00000239439,RFKP2
34972,ENSG00000239440,LINC02008
34973,ENSG00000239443,PABPC1P10
34974,ENSG00000239445,ST3GAL6-AS1
34975,ENSG00000239446,
34976,ENSG00000239453,SIDT1-AS1
34977,ENSG00000239454,LINC02047
34978,ENSG00000239455,
34979,ENSG00000239462,
34980,ENSG00000239464,RN7SL691P
34981,ENSG00000239465,
34982,ENSG00000239466,RN7SL552P
34983,ENSG00000239467,ERICH2
34984,ENSG00000239468,RN7SL569P
34985,ENSG00000239470,
34986,ENSG00000239471,RN7SL584P
34987,ENSG00000239472,RN7SL221P
34988,ENSG00000239473,RPL7P38
34989,ENSG00000239474,KLHL41
34990,ENSG00000239480,
34991,ENSG00000239481,RPS3AP41
34992,ENSG00000239482,LOC105374042
34993,ENSG00000239483,RPS15AP16
34994,ENSG00000239486,
34995,ENSG00000239490,RPS4XP18
34996,ENSG00000239494,RN7SL333P
34997,ENSG00000239498,
34998,ENSG00000239503,MARK2P8
34999,ENSG00000239504,RN7SL583P
35000,ENSG00000239508,PLCH1-AS1
35001,ENSG00000239510,RPL9P5
35002,ENSG00000239511,POM121L7P
35003,ENSG00000239513,LINC01210
35004,ENSG00000239516,FLYWCH1P1
35005,ENSG00000239517,
35006,ENSG00000239519,CADM2-AS1
35007,ENSG00000239521,CASTOR3
35008,ENSG00000239523,MYLK-AS1
35009,ENSG00000239524,RPL32P34
35010,ENSG00000239525,RPL30P5
35011,ENSG00000239527,RPS23P7
35012,ENSG00000239528,RPS14P8
35013,ENSG00000239532,
35014,ENSG00000239533,GOLGA2P2Y
35015,ENSG00000239539,HMGN1P20
35016,ENSG00000239542,RN7SL399P
35017,ENSG00000239544,
35018,ENSG00000239545,RN7SL822P
35019,ENSG00000239547,RN7SL843P
35020,ENSG00000239552,HOXB-AS2
35021,ENSG00000239553,RN7SL12P
35022,ENSG00000239555,RN7SL841P
35023,ENSG00000239556,
35024,ENSG00000239557,PPP2R5CP
35025,ENSG00000239559,RPL37P2
35026,ENSG00000239560,RN7SL479P
35027,ENSG00000239568,
35028,ENSG00000239569,KMT2E-AS1
35029,ENSG00000239570,SETP11
35030,ENSG00000239571,IGKV2D-30
35031,ENSG00000239572,
35032,ENSG00000239576,COX6CP14
35033,ENSG00000239577,RN7SL388P
35034,ENSG00000239579,RN7SL325P
35035,ENSG00000239580,RN7SL675P
35036,ENSG00000239586,MTND1P16
35037,ENSG00000239589,LINC00879
35038,ENSG00000239590,OR1J4
35039,ENSG00000239593,
35040,ENSG00000239595,RN7SL79P
35041,ENSG00000239600,
35042,ENSG00000239602,RPL35AP16
35043,ENSG00000239605,STPG4
35044,ENSG00000239607,RN7SL573P
35045,ENSG00000239608,RUVBL1-AS1
35046,ENSG00000239614,HMGN1P7
35047,ENSG00000239615,
35048,ENSG00000239617,RPL32P27
35049,ENSG00000239620,PRR20G
35050,ENSG00000239622,
35051,ENSG00000239625,RN7SL241P
35052,ENSG00000239626,RPSAP41
35053,ENSG00000239627,RPL12P20
35054,ENSG00000239628,
35055,ENSG00000239632,MTND4LP3
35056,ENSG00000239636,TFAP2E-AS1
35057,ENSG00000239640,RN7SL62P
35058,ENSG00000239641,PLS1-AS1
35059,ENSG00000239642,MEIKIN
35060,ENSG00000239648,MTND1P3
35061,ENSG00000239649,MYADML
35062,ENSG00000239650,GUSBP4
35063,ENSG00000239653,PSMD6-AS2
35064,ENSG00000239659,RPL9P31
35065,ENSG00000239661,
35066,ENSG00000239665,
35067,ENSG00000239670,
35068,ENSG00000239671,
35069,ENSG00000239672,NME1
35070,ENSG00000239674,
35071,ENSG00000239677,PDZRN3-AS1
35072,ENSG00000239679,RN7SL193P
35073,ENSG00000239683,
35074,ENSG00000239684,PTGER4P3
35075,ENSG00000239686,
35076,ENSG00000239689,RPL17P46
35077,ENSG00000239690,RN7SL668P
35078,ENSG00000239694,RPSAP38
35079,ENSG00000239696,
35080,ENSG00000239697,TNFSF12
35081,ENSG00000239699,HNRNPA3P8
35082,ENSG00000239701,
35083,ENSG00000239702,RN7SL507P
35084,ENSG00000239703,RN7SL568P
35085,ENSG00000239704,CDRT4
35086,ENSG00000239705,
35087,ENSG00000239706,
35088,ENSG00000239708,RN7SL782P
35089,ENSG00000239710,RN7SL692P
35090,ENSG00000239713,APOBEC3G
35091,ENSG00000239715,LOC105375115
35092,ENSG00000239716,
35093,ENSG00000239718,HLTF-AS1
35094,ENSG00000239719,
35095,ENSG00000239722,IMP3P2
35096,ENSG00000239726,RN7SL688P
35097,ENSG00000239731,RN7SL825P
35098,ENSG00000239732,TLR9
35099,ENSG00000239736,CEACAMP3
35100,ENSG00000239739,
35101,ENSG00000239742,RN7SL672P
35102,ENSG00000239744,RN7SL63P
35103,ENSG00000239745,RN7SL790P
35104,ENSG00000239748,RN7SL795P
35105,ENSG00000239763,
35106,ENSG00000239767,
35107,ENSG00000239774,
35108,ENSG00000239775,
35109,ENSG00000239779,WBP1
35110,ENSG00000239780,RPLP0P11
35111,ENSG00000239783,
35112,ENSG00000239789,MRPS17
35113,ENSG00000239791,
35114,ENSG00000239792,CDRT15P5
35115,ENSG00000239793,
35116,ENSG00000239794,RN7SL653P
35117,ENSG00000239797,RPL21P39
35118,ENSG00000239799,ITIH4-AS1
35119,ENSG00000239801,DENND6A-AS1
35120,ENSG00000239804,
35121,ENSG00000239805,
35122,ENSG00000239808,RN7SL255P
35123,ENSG00000239809,
35124,ENSG00000239810,PRAMEF11
35125,ENSG00000239819,IGKV1D-8
35126,ENSG00000239820,RN7SL213P
35127,ENSG00000239821,RN7SL513P
35128,ENSG00000239822,RN7SL754P
35129,ENSG00000239823,Y_RNA
35130,ENSG00000239825,RN7SL549P
35131,ENSG00000239827,SUGT1P3
35132,ENSG00000239828,
35133,ENSG00000239829,KRT8P25
35134,ENSG00000239830,RPS4XP22
35135,ENSG00000239831,RNF7P1
35136,ENSG00000239835,
35137,ENSG00000239839,DEFA3
35138,ENSG00000239840,RPL23AP72
35139,ENSG00000239855,IGKV1-6
35140,ENSG00000239856,RN7SL225P
35141,ENSG00000239857,GET4
35142,ENSG00000239861,
35143,ENSG00000239862,IGKV1-37
35144,ENSG00000239868,RN7SL34P
35145,ENSG00000239870,
35146,ENSG00000239872,RPL35AP19
35147,ENSG00000239873,GAPDHP27
35148,ENSG00000239877,IGSF11-AS1
35149,ENSG00000239880,RALBP1P1
35150,ENSG00000239881,RPS27P25
35151,ENSG00000239883,PARGP1
35152,ENSG00000239884,RN7SL608P
35153,ENSG00000239886,KRTAP9-2
35154,ENSG00000239887,C1orf226
35155,ENSG00000239888,RN7SL792P
35156,ENSG00000239893,ZNF736P9Y
35157,ENSG00000239899,RN7SL674P
35158,ENSG00000239900,ADSL
35159,ENSG00000239906,
35160,ENSG00000239908,RN7SL75P
35161,ENSG00000239910,RN7SL530P
35162,ENSG00000239911,PRKAG2-AS1
35163,ENSG00000239912,RPL39P36
35164,ENSG00000239917,RPS10P16
35165,ENSG00000239919,SNRPGP3
35166,ENSG00000239920,
35167,ENSG00000239921,LINC01471
35168,ENSG00000239922,
35169,ENSG00000239923,RN7SL864P
35170,ENSG00000239924,RPL29P22
35171,ENSG00000239926,PRDX3P4
35172,ENSG00000239930,LOC101930094
35173,ENSG00000239932,RN7SL606P
35174,ENSG00000239939,RPSAP34
35175,ENSG00000239941,
35176,ENSG00000239942,RN7SL394P
35177,ENSG00000239944,TRBV8-2
35178,ENSG00000239945,
35179,ENSG00000239946,ZBTB20-AS3
35180,ENSG00000239948,RN7SL368P
35181,ENSG00000239951,IGKV3-20
35182,ENSG00000239953,RN7SL273P
35183,ENSG00000239958,RN7SL51P
35184,ENSG00000239959,ENPP7P2
35185,ENSG00000239961,LILRA4
35186,ENSG00000239964,RN7SL748P
35187,ENSG00000239967,OR2A41P
35188,ENSG00000239969,
35189,ENSG00000239975,IGKV1D-33
35190,ENSG00000239978,OR7E53P
35191,ENSG00000239981,OR2A15P
35192,ENSG00000239983,
35193,ENSG00000239984,RN7SL420P
35194,ENSG00000239985,
35195,ENSG00000239986,
35196,ENSG00000239988,RPL31P60
35197,ENSG00000239989,
35198,ENSG00000239991,
35199,ENSG00000239992,TRBVA
35200,ENSG00000239994,
35201,ENSG00000239995,TPT1P11
35202,ENSG00000239997,FCF1P3
35203,ENSG00000239998,LILRA2
35204,ENSG00000240002,YBX1P3
35205,ENSG00000240003,RPL7P24
35206,ENSG00000240005,STIM2-AS1
35207,ENSG00000240006,LINC02004
35208,ENSG00000240012,SLC9A9-AS1
35209,ENSG00000240014,RN7SL254P
35210,ENSG00000240015,
35211,ENSG00000240021,TEX35
35212,ENSG00000240023,
35213,ENSG00000240024,LINC00888
35214,ENSG00000240027,
35215,ENSG00000240031,OR9A3P
35216,ENSG00000240032,LNCSRLR
35217,ENSG00000240033,
35218,ENSG00000240034,MTND6P6
35219,ENSG00000240036,
35220,ENSG00000240038,AMY2B
35221,ENSG00000240040,
35222,ENSG00000240041,IGHJ4
35223,ENSG00000240043,RPS27P26
35224,ENSG00000240045,STRIT1
35225,ENSG00000240047,RPS3AP32
35226,ENSG00000240048,DDX50P2
35227,ENSG00000240051,RPL23AP10
35228,ENSG00000240052,
35229,ENSG00000240053,LY6G5B
35230,ENSG00000240056,
35231,ENSG00000240057,LOC107986114
35232,ENSG00000240058,ARGFXP1
35233,ENSG00000240063,
35234,ENSG00000240065,PSMB9
35235,ENSG00000240068,RPL21P42
35236,ENSG00000240069,GPAA1P1
35237,ENSG00000240074,RPL9P30
35238,ENSG00000240083,RPS3AP22
35239,ENSG00000240084,MTND4LP10
35240,ENSG00000240086,
35241,ENSG00000240087,RPSAP12
35242,ENSG00000240089,BMS1P3
35243,ENSG00000240093,
35244,ENSG00000240095,
35245,ENSG00000240096,
35246,ENSG00000240097,
35247,ENSG00000240098,RN7SL351P
35248,ENSG00000240100,
35249,ENSG00000240103,
35250,ENSG00000240106,RN7SL146P
35251,ENSG00000240107,
35252,ENSG00000240108,NCOR1P1
35253,ENSG00000240116,RN7SL303P
35254,ENSG00000240121,RPS27P20
35255,ENSG00000240122,FABP5P11
35256,ENSG00000240125,RPL23AP75
35257,ENSG00000240128,KRT18P43
35258,ENSG00000240131,
35259,ENSG00000240132,ETF1P2
35260,ENSG00000240135,PSMD12P1
35261,ENSG00000240137,ERICH6-AS1
35262,ENSG00000240138,EEF1GP4
35263,ENSG00000240143,
35264,ENSG00000240151,RN7SL826P
35265,ENSG00000240152,LINC02271
35266,ENSG00000240156,COX6CP6
35267,ENSG00000240159,
35268,ENSG00000240160,RN7SL263P
35269,ENSG00000240163,
35270,ENSG00000240167,RPS7P7
35271,ENSG00000240173,RN7SL771P
35272,ENSG00000240174,
35273,ENSG00000240175,MAGI1-AS1
35274,ENSG00000240179,RPL26P3
35275,ENSG00000240180,RPL12P28
35276,ENSG00000240183,RN7SL297P
35277,ENSG00000240184,PCDHGC3
35278,ENSG00000240186,RN7SL633P
35279,ENSG00000240189,RN7SL621P
35280,ENSG00000240194,CYMP
35281,ENSG00000240197,
35282,ENSG00000240198,ARHGEF3-AS1
35283,ENSG00000240199,RN7SL520P
35284,ENSG00000240201,
35285,ENSG00000240202,RN7SL223P
35286,ENSG00000240203,RN7SL567P
35287,ENSG00000240204,SMKR1
35288,ENSG00000240205,RN7SL865P
35289,ENSG00000240207,
35290,ENSG00000240210,
35291,ENSG00000240211,PPP1R35-AS1
35292,ENSG00000240215,TRBV25OR9-2
35293,ENSG00000240216,CPHL1P
35294,ENSG00000240219,
35295,ENSG00000240224,
35296,ENSG00000240225,ZNF542P
35297,ENSG00000240230,COX19
35298,ENSG00000240231,RPS27P29
35299,ENSG00000240233,RN7SL587P
35300,ENSG00000240235,RN7SL794P
35301,ENSG00000240236,HNRNPA1P23
35302,ENSG00000240237,
35303,ENSG00000240238,
35304,ENSG00000240240,
35305,ENSG00000240241,
35306,ENSG00000240244,GAPDHP33
35307,ENSG00000240246,RPL32P8
35308,ENSG00000240247,DEFA1B
35309,ENSG00000240250,RN7SL541P
35310,ENSG00000240253,FAR2P3
35311,ENSG00000240254,B4GALT4-AS1
35312,ENSG00000240255,PSMC1P6
35313,ENSG00000240265,
35314,ENSG00000240268,MOXD2P
35315,ENSG00000240270,RPL12P37
35316,ENSG00000240271,
35317,ENSG00000240280,TCAM1P
35318,ENSG00000240281,
35319,ENSG00000240286,MEAF6P1
35320,ENSG00000240288,GHRLOS
35321,ENSG00000240291,
35322,ENSG00000240294,RN7SKP241
35323,ENSG00000240296,
35324,ENSG00000240298,RPL36AP40
35325,ENSG00000240299,RN7SL187P
35326,ENSG00000240302,RN7SL717P
35327,ENSG00000240303,ACAD11
35328,ENSG00000240305,
35329,ENSG00000240306,RN7SL100P
35330,ENSG00000240309,MTCO1P6
35331,ENSG00000240311,
35332,ENSG00000240317,RN7SL764P
35333,ENSG00000240320,RPS29P27
35334,ENSG00000240322,RN7SL481P
35335,ENSG00000240327,RN7SL93P
35336,ENSG00000240328,
35337,ENSG00000240338,LOC100506281
35338,ENSG00000240342,RPS2P5
35339,ENSG00000240344,PPIL3
35340,ENSG00000240347,RN7SL35P
35341,ENSG00000240350,SOCAR
35342,ENSG00000240354,
35343,ENSG00000240355,
35344,ENSG00000240356,RPL23AP7
35345,ENSG00000240359,UBL5P3
35346,ENSG00000240361,OR4G11P
35347,ENSG00000240364,RPL31P59
35348,ENSG00000240366,RPL36AP45
35349,ENSG00000240370,RPL13P5
35350,ENSG00000240371,RPS4XP13
35351,ENSG00000240373,SEC62-AS1
35352,ENSG00000240374,RN7SL503P
35353,ENSG00000240375,VPS26AP1
35354,ENSG00000240376,
35355,ENSG00000240382,IGKV1-17
35356,ENSG00000240385,RPS29P20
35357,ENSG00000240386,LCE1F
35358,ENSG00000240388,
35359,ENSG00000240392,RPL9P3
35360,ENSG00000240393,
35361,ENSG00000240395,RPL5P23
35362,ENSG00000240399,
35363,ENSG00000240401,
35364,ENSG00000240403,KIR3DL2
35365,ENSG00000240404,
35366,ENSG00000240405,SAMMSON
35367,ENSG00000240409,MTATP8P1
35368,ENSG00000240411,RPL5P16
35369,ENSG00000240412,RPL5P15
35370,ENSG00000240416,CYCSP20
35371,ENSG00000240418,
35372,ENSG00000240419,
35373,ENSG00000240423,LINC00636
35374,ENSG00000240424,
35375,ENSG00000240426,
35376,ENSG00000240427,RPS26P34
35377,ENSG00000240429,LRRFIP1P1
35378,ENSG00000240432,KRTAP13-3
35379,ENSG00000240435,RPS12P27
35380,ENSG00000240436,RPL35AP14
35381,ENSG00000240438,OFD1P5Y
35382,ENSG00000240439,RN7SL91P
35383,ENSG00000240440,
35384,ENSG00000240441,
35385,ENSG00000240443,RPS10P20
35386,ENSG00000240445,FOXO3B
35387,ENSG00000240449,REPIN1-AS1
35388,ENSG00000240450,CSPG4P1Y
35389,ENSG00000240452,MTCO1P29
35390,ENSG00000240454,RPL39P26
35391,ENSG00000240457,RN7SL472P
35392,ENSG00000240458,
35393,ENSG00000240459,
35394,ENSG00000240463,RPS19P3
35395,ENSG00000240470,RN7SL346P
35396,ENSG00000240471,PHBP8
35397,ENSG00000240474,RN7SL116P
35398,ENSG00000240476,LINC00973
35399,ENSG00000240477,
35400,ENSG00000240478,
35401,ENSG00000240480,RPL29P2
35402,ENSG00000240481,RN7SL38P
35403,ENSG00000240484,
35404,ENSG00000240486,RPL23AP54
35405,ENSG00000240487,FAM214BP1
35406,ENSG00000240489,SETP14
35407,ENSG00000240490,RN7SL277P
35408,ENSG00000240494,RPS12P28
35409,ENSG00000240497,
35410,ENSG00000240498,CDKN2B-AS1
35411,ENSG00000240499,
35412,ENSG00000240502,RN7SL837P
35413,ENSG00000240505,TNFRSF13B
35414,ENSG00000240509,RPL34P18
35415,ENSG00000240511,MED28P2
35416,ENSG00000240513,
35417,ENSG00000240518,
35418,ENSG00000240519,
35419,ENSG00000240520,UOX
35420,ENSG00000240521,
35421,ENSG00000240522,RPL7AP10
35422,ENSG00000240527,
35423,ENSG00000240531,RPL21P123
35424,ENSG00000240533,RN7SL69P
35425,ENSG00000240534,RPL34P17
35426,ENSG00000240535,
35427,ENSG00000240540,RPL3P9
35428,ENSG00000240541,TM4SF1-AS1
35429,ENSG00000240542,KRTAP9-1
35430,ENSG00000240545,RN7SL492P
35431,ENSG00000240549,THOC7-AS1
35432,ENSG00000240553,
35433,ENSG00000240554,RPL7AP58
35434,ENSG00000240562,
35435,ENSG00000240563,L1TD1
35436,ENSG00000240566,
35437,ENSG00000240567,LINC02067
35438,ENSG00000240568,
35439,ENSG00000240571,
35440,ENSG00000240572,
35441,ENSG00000240573,
35442,ENSG00000240577,RN7SL445P
35443,ENSG00000240578,TRBV22-1
35444,ENSG00000240579,
35445,ENSG00000240583,AQP1
35446,ENSG00000240584,RN7SL547P
35447,ENSG00000240589,RN7SL258P
35448,ENSG00000240590,RPSAP48
35449,ENSG00000240591,
35450,ENSG00000240596,KCNAB1-AS2
35451,ENSG00000240601,RPL9P15
35452,ENSG00000240602,AADACP1
35453,ENSG00000240606,RN7SL564P
35454,ENSG00000240611,
35455,ENSG00000240613,RN7SL98P
35456,ENSG00000240616,RPS6P25
35457,ENSG00000240621,OR2AO1P
35458,ENSG00000240622,RPL7P15
35459,ENSG00000240624,
35460,ENSG00000240625,RN7SL403P
35461,ENSG00000240626,RN7SL150P
35462,ENSG00000240627,
35463,ENSG00000240631,RPL30P12
35464,ENSG00000240632,SPATA31D5P
35465,ENSG00000240634,
35466,ENSG00000240637,RN7SL808P
35467,ENSG00000240639,RN7SL666P
35468,ENSG00000240641,RN7SL580P
35469,ENSG00000240647,RN7SL305P
35470,ENSG00000240651,SEPTIN7P4
35471,ENSG00000240652,
35472,ENSG00000240654,C1QTNF9
35473,ENSG00000240661,
35474,ENSG00000240663,RN7SL310P
35475,ENSG00000240665,LSP1P2
35476,ENSG00000240666,MME-AS1
35477,ENSG00000240667,NBPF18P
35478,ENSG00000240668,KRT8P36
35479,ENSG00000240669,
35480,ENSG00000240671,IGKV1-8
35481,ENSG00000240673,
35482,ENSG00000240674,
35483,ENSG00000240677,MYL6P4
35484,ENSG00000240680,H4P1
35485,ENSG00000240682,ISY1
35486,ENSG00000240687,
35487,ENSG00000240692,RN7SL538P
35488,ENSG00000240694,PNMA2
35489,ENSG00000240695,
35490,ENSG00000240698,RPS2P39
35491,ENSG00000240704,KLF7P1
35492,ENSG00000240707,LINC01168
35493,ENSG00000240708,LINC02030
35494,ENSG00000240710,
35495,ENSG00000240713,RN7SL860P
35496,ENSG00000240718,RN7SL851P
35497,ENSG00000240720,LRRD1
35498,ENSG00000240721,RPS4XP15
35499,ENSG00000240723,RN7SL382P
35500,ENSG00000240724,RPS12P15
35501,ENSG00000240729,
35502,ENSG00000240731,
35503,ENSG00000240733,RN7SL502P
35504,ENSG00000240738,
35505,ENSG00000240739,
35506,ENSG00000240747,KRBOX1
35507,ENSG00000240750,RN7SL559P
35508,ENSG00000240751,
35509,ENSG00000240752,
35510,ENSG00000240755,ERLEC1P1
35511,ENSG00000240758,
35512,ENSG00000240759,RPS27P21
35513,ENSG00000240760,RPL31P56
35514,ENSG00000240761,
35515,ENSG00000240764,PCDHGC5
35516,ENSG00000240766,PLCXD2-AS1
35517,ENSG00000240767,RN7SL288P
35518,ENSG00000240770,C21orf91-OT1
35519,ENSG00000240771,ARHGEF25
35520,ENSG00000240772,RN7SL776P
35521,ENSG00000240774,
35522,ENSG00000240775,
35523,ENSG00000240776,
35524,ENSG00000240777,
35525,ENSG00000240785,RPL36AP21
35526,ENSG00000240787,
35527,ENSG00000240790,
35528,ENSG00000240791,MTND4LP7
35529,ENSG00000240792,
35530,ENSG00000240793,UBA52P8
35531,ENSG00000240796,MTND2P14
35532,ENSG00000240801,
35533,ENSG00000240803,RN7SL231P
35534,ENSG00000240804,NPM1P28
35535,ENSG00000240808,
35536,ENSG00000240809,CAP1P1
35537,ENSG00000240813,
35538,ENSG00000240821,RPL9P25
35539,ENSG00000240823,RN7SL23P
35540,ENSG00000240824,MTND3P7
35541,ENSG00000240827,
35542,ENSG00000240828,RPL21P4
35543,ENSG00000240837,RN7SL77P
35544,ENSG00000240842,
35545,ENSG00000240846,RPS15P9
35546,ENSG00000240847,RN7SL497P
35547,ENSG00000240849,PEDS1
35548,ENSG00000240853,RN7SL328P
35549,ENSG00000240854,PSMC2P1
35550,ENSG00000240857,RDH14
35551,ENSG00000240859,LOC100507642
35552,ENSG00000240861,
35553,ENSG00000240863,RN7SL645P
35554,ENSG00000240864,IGKV1-16
35555,ENSG00000240868,C1QTNF9-AS1
35556,ENSG00000240869,RN7SL128P
35557,ENSG00000240870,RPL19P14
35558,ENSG00000240871,KRTAP4-7
35559,ENSG00000240873,RPS29P22
35560,ENSG00000240874,
35561,ENSG00000240875,LINC00886
35562,ENSG00000240877,RN7SL521P
35563,ENSG00000240881,
35564,ENSG00000240882,
35565,ENSG00000240888,
35566,ENSG00000240889,NDUFB2-AS1
35567,ENSG00000240890,
35568,ENSG00000240891,PLCXD2
35569,ENSG00000240893,LINC02042
35570,ENSG00000240895,
35571,ENSG00000240898,
35572,ENSG00000240902,APOOP2
35573,ENSG00000240905,RN7SL798P
35574,ENSG00000240912,H2BP3
35575,ENSG00000240914,RPL15P2
35576,ENSG00000240915,
35577,ENSG00000240919,
35578,ENSG00000240922,LSAMP-AS1
35579,ENSG00000240925,RPS20P31
35580,ENSG00000240927,RN7SL209P
35581,ENSG00000240934,
35582,ENSG00000240935,PLGLA
35583,ENSG00000240936,RN7SL554P
35584,ENSG00000240940,RN7SL591P
35585,ENSG00000240950,
35586,ENSG00000240951,MTCO2P6
35587,ENSG00000240954,RPL4P1
35588,ENSG00000240959,ST13P14
35589,ENSG00000240960,
35590,ENSG00000240961,RN7SL415P
35591,ENSG00000240963,
35592,ENSG00000240964,RN7SL751P
35593,ENSG00000240966,RN7SL681P
35594,ENSG00000240970,RPL23AP64
35595,ENSG00000240972,MIF
35596,ENSG00000240973,LOC100506489
35597,ENSG00000240974,RPS27AP10
35598,ENSG00000240975,
35599,ENSG00000240977,RN7SL283P
35600,ENSG00000240980,
35601,ENSG00000240983,
35602,ENSG00000240990,HOXA11-AS
35603,ENSG00000240991,RPL23AP67
35604,ENSG00000240992,RPS23P4
35605,ENSG00000240993,RN7SL459P
35606,ENSG00000240995,
35607,ENSG00000240996,
35608,ENSG00000240997,RN7SL183P
